,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
357,Fink Nicholas I.,CEO,S - Sale,FBHS,$106.35,"-17,000","-$1,807,996","76,547",-18%,2021-05-05 16:03:28,2021-05-03
358,Amato Thomas A,Dir,S - Sale,AME,$136.59,"-1,130","-$154,344","8,895",-11%,2021-05-05 16:02:50,2021-05-05
359,Hallinan Patrick D,"SVP, CFO",S - Sale,FBHS,$107.66,"-18,250","-$1,964,791","25,447",-42%,2021-05-05 16:02:10,2021-05-04
360,Chadha Par,"Dir, 10%",S - Sale,XELA,$1.89,"-100,000","-$189,000","11,355,325",-1%,2021-05-05 16:02:08,2021-05-03
361,Comer Carrie A,EVP & CFO,P - Purchase,FMBM,$28.65,+2,+$50,"5,250",0%,2021-05-05 16:00:26,2021-05-05
362,Beck Andrew H,"SVP, CFO",S - Sale+OE,AGCO,$148.16,"-20,595","-$3,051,256","124,187",-14%,2021-05-05 15:59:48,2021-05-04
363,Diamonte Robin,Dir,S - Sale,MORN,$264.75,-250,"-$66,188","8,027",-3%,2021-05-05 15:46:25,2021-05-03
364,Bergeron Stephanie W,Dir,S - Sale,SUI,$165.60,"-2,800","-$463,671","22,400",-11%,2021-05-05 15:40:36,2021-05-04
365,Cole Loren D,EVP,S - Sale,CHMG,$42.94,-175,"-$7,515","6,396",-3%,2021-05-05 15:32:31,2021-05-05
366,Mansueto Joseph D,"Exec COB, 10%",S - Sale,MORN,$264.29,"-22,520","-$5,951,725","18,884,360",0%,2021-05-05 15:29:31,2021-05-03
367,Moyer K Leon,Dir,S - Sale,UVSP,$28.93,-384,"-$11,110","83,318",0%,2021-05-05 15:28:54,2021-05-03
368,Nayar Deepak,"SVP, GM Electronics Business",S - Sale+OE,LFUS,$265.54,"-8,919","-$2,368,344","7,863",-53%,2021-05-05 15:17:05,2021-05-03
369,Garrison Earl Wayne,Dir,S - Sale,JBHT,$175.68,"-50,000","-$8,783,901","1,230,276",-4%,2021-05-05 15:16:21,2021-05-04
370,Vazquez Carlos J,"EVP, CFO",S - Sale,BPOP,$76.14,-33,"-$2,478","129,850",0%,2021-05-05 15:16:12,2021-05-04
371,Frascotti John,Dir,S - Sale+OE,HAS,$100.17,"-2,214","-$221,778","151,236",-1%,2021-05-05 15:13:17,2021-05-03
372,Negron Eduardo J.,EVP,S - Sale,BPOP,$74.93,"-10,000","-$749,250","32,923",-23%,2021-05-05 15:10:40,2021-05-04
373,Timmerman Douglas R.,"Pres, Auto Finance",S - Sale,ALLY,$52.03,"-2,917","-$151,772","149,222",-2%,2021-05-05 15:01:28,2021-05-03
374,Morais Diane E.,"Pres, Ally Bank",S - Sale,ALLY,$52.03,"-4,126","-$214,676","232,440",-2%,2021-05-05 14:56:38,2021-05-03
375,Schugel Jason E.,Chief Risk Officer,S - Sale,ALLY,$52.03,"-2,500","-$130,075","104,891",-2%,2021-05-05 14:55:58,2021-05-03
376,Adest Meir,"VP, Core Technologies",S - Sale+OE,SEDG,$261.23,"-10,000","-$2,612,315","296,350",-3%,2021-05-05 14:33:28,2021-05-03
377,Brown David D,CFO,P - Purchase,FCBC,$29.25,+50,"+$1,463","28,745",0%,2021-05-05 14:27:41,2021-05-03
378,Kawalek Polly B,Dir,S - Sale,JBT,$145.56,"-1,800","-$262,008","67,820",-3%,2021-05-05 14:20:46,2021-05-03
379,Doucette John P,"Pres, CEO Reinsurance Div",S - Sale,RE,$278.29,"-5,000","-$1,391,449","21,552",-19%,2021-05-05 14:17:14,2021-05-03
380,Ehst Richard A,"Pres, COO",S - Sale,CUBI,$35.04,"-23,366","-$818,779","150,608",-13%,2021-05-05 14:10:41,2021-05-03
381,Ho William,Chief Medical Officer,S - Sale,RAPT,$22.04,"-1,000","-$22,040","64,529",-2%,2021-05-05 14:06:24,2021-05-03
382,Welgus Howard G.,Dir,S - Sale+OE,ARQT,$34.79,"-2,200","-$76,547","235,932",-1%,2021-05-05 14:05:21,2021-05-03
383,Trager James,Chief Scientific Officer,S - Sale+OE,NKTX,$31.64,"-3,600","-$113,904","45,722",-7%,2021-05-05 14:00:26,2021-05-03
384,Chan Iris S,Dir,S - Sale,EWBC,$77.90,"-1,516","-$118,096","28,240",-5%,2021-05-05 13:49:49,2021-05-05
385,Lemke Eric,CFO,S - Sale,MSBI,$28.74,-472,"-$13,565","9,128",-5%,2021-05-05 13:41:17,2021-05-05
386,Patton Charles R.,EVP,S - Sale,AEP,$88.39,"-1,507","-$133,204","26,605",-5%,2021-05-05 13:33:24,2021-05-04
387,McCullough Mark C,EVP - Transmission,S - Sale,AEP,$88.39,"-2,062","-$182,260","7,628",-21%,2021-05-05 13:32:34,2021-05-04
388,Feinberg David Matthew,EVP,S - Sale,AEP,$88.39,"-2,539","-$224,422","8,860",-22%,2021-05-05 13:31:26,2021-05-04
389,Chodak Paul III,EVP,S - Sale,AEP,$88.09,"-1,869","-$164,640","7,363",-20%,2021-05-05 13:30:25,2021-05-04
390,Barton Lisa M,"EVP, COO",S - Sale,AEP,$88.39,"-7,827","-$691,829","21,662",-27%,2021-05-05 13:29:05,2021-05-04
391,Akins Nicholas K,"Pres, CEO",S - Sale,AEP,$88.39,"-15,068","-$1,331,861","106,588",-12%,2021-05-05 13:27:44,2021-05-04
392,Barshefsky Charlene,Dir,S - Sale+OE,EL,$293.54,-910,"-$267,121","43,300",-2%,2021-05-05 13:27:33,2021-05-04
393,Werdann Michael A,"SVP, World Wide Sales",S - Sale+OE,NTGR,$36.78,"-3,081","-$113,319","34,175",-8%,2021-05-05 13:14:40,2021-05-04
394,Caylor Mark A,"CVP, Pres, Mission Systems",S - Sale,NOC,$352.04,"-2,961","-$1,042,390","17,414",-15%,2021-05-05 13:07:24,2021-05-03
395,Cheston Sheila C.,"Corp. VP, GC",S - Sale,NOC,$352.04,"-5,037","-$1,773,225","29,281",-15%,2021-05-05 13:07:22,2021-05-03
396,Kalan Lesley A,"CVP, Chief Strategy, Dev Ofc",S - Sale,NOC,$352.04,"-2,312","-$813,916","10,019",-19%,2021-05-05 13:07:07,2021-05-03
397,Warden Kathy J,"COB, CEO, Pres",S - Sale,NOC,$352.04,"-4,916","-$1,730,629","114,040",-4%,2021-05-05 13:06:57,2021-05-03
398,Conn Kevin,"SVP, Investors, Corp. Devel",P - Purchase,BHLB,$23.00,"+5,271","+$121,231","17,947",+42%,2021-05-05 13:06:28,2021-05-03
399,Conn Kevin,"SVP, Investors, Corp. Devel",P - Purchase,BHLB,$22.70,"+5,979","+$135,745","12,676",+89%,2021-05-05 12:59:33,2021-05-03
400,Besser James E,See Remarks,S - Sale,PCSA,$10.77,"-447,771","-$4,821,342","1,053,300",-30%,2021-05-05 12:53:35,2021-04-06
401,Denien Mark A,"EVP, CFO",S - Sale+OE,DRE,$46.43,"-46,000","-$2,135,780","9,573",-83%,2021-05-05 12:53:24,2021-05-03
402,Fotiades George L,Dir,S - Sale+OE,ATR,$154.83,"-9,500","-$1,470,850","13,547",-41%,2021-05-05 12:44:41,2021-05-04
403,Khare Anupam,"SVP, CIO",S - Sale+OE,OSK,$128.87,"-3,866","-$498,227","3,463",-53%,2021-05-05 12:39:40,2021-05-04
404,Stahl Murray,Dir,P - Purchase,TPL,"$1,637.95",+29,"+$47,501","375,938",0%,2021-05-05 12:33:40,2021-05-04
405,Haas Peter E. Jr.,10%,S - Sale+OE,LEVI,$30.24,"-220,801","-$6,677,369",0,-100%,2021-05-05 12:31:18,2021-05-03
406,Haas Margaret E.,10%,S - Sale+OE,LEVI,$30.24,"-66,241","-$2,003,232",0,-100%,2021-05-05 12:25:10,2021-05-03
407,Lochen Richard S Jr,Dir,P - Purchase,PFIS,$43.32,+415,"+$17,979","14,349",+3%,2021-05-05 12:19:52,2021-05-04
408,Haas Daniel S.,10%,S - Sale+OE,LEVI,$30.24,"-70,657","-$2,136,779",0,-100%,2021-05-05 12:19:09,2021-05-03
409,Chadwick Ana Maria,"EVP, CFO",P - Purchase,PBI,$7.41,"+2,500","+$18,522","3,500",+250%,2021-05-05 12:15:56,2021-05-03
410,Besser James E,10%,S - Sale,PCSA,$11.49,"-28,929","-$332,289","1,501,071",-2%,2021-05-05 12:13:16,2021-02-18
411,Bumgarner David L,"EVP, CFO",S - Sale+OE,CHCO,$79.25,"-2,105","-$166,821","12,438",-14%,2021-05-05 12:10:24,2021-05-03
412,"10X Fund, L.P.",10%,S - Sale,GALT,$4.25,"-37,500","-$159,475","6,278,940",-1%,2021-05-05 12:05:49,2021-04-22
413,Whitelaw Essie,Dir,S - Sale+OE,SXT,$83.30,"-1,194","-$99,489","19,392",-6%,2021-05-05 12:00:42,2021-05-03
414,Santos Helena R,"Pres, CEO",P - Purchase,SCND,$4.75,"+1,052","+$4,997","254,670",0%,2021-05-05 11:54:23,2021-04-29
415,Fisher David,CEO,S - Sale,ENVA,$35.33,"-9,907","-$350,034","519,253",-2%,2021-05-05 11:38:54,2021-05-03
416,Fallon Kieran John,EVP,S - Sale,PNC,$188.67,-125,"-$23,584","8,918",-1%,2021-05-05 11:37:52,2021-05-03
417,Magaro Joseph Eugene,10%,S - Sale,BRN,$4.02,"-10,000","-$40,208","1,253,060",-1%,2021-05-05 11:35:12,2021-05-03
418,Carter George P,Dir,S - Sale,PBCT,$18.38,"-10,000","-$183,810","193,685",-5%,2021-05-05 11:34:03,2021-05-04
419,Kakkis Emil D,"Pres, CEO",S - Sale,RARE,$107.80,"-30,000","-$3,234,000","2,855,793",-1%,2021-05-05 11:32:18,2021-05-03
420,Welzenbach Mark Joseph,EVP,S - Sale,THG,$139.82,"-4,645","-$649,482","19,989",-19%,2021-05-05 11:29:26,2021-05-03
421,Tripp Ann Kirkpatrick,EVP,S - Sale+OE,THG,$141.01,"-2,833","-$399,480","17,425",-14%,2021-05-05 11:29:16,2021-05-03
422,Lee Willard T,EVP,S - Sale+OE,THG,$140.22,"-2,707","-$379,563","2,647",-51%,2021-05-05 11:28:30,2021-05-03
423,Oconnor John Mb,Dir,S - Sale,OLN,$45.02,"-15,000","-$675,285","9,188",-62%,2021-05-05 11:28:23,2021-05-03
424,M&g Investment Management Ltd,10%,S - Sale,TSE,$64.55,"-3,000","-$193,650","7,647,044",0%,2021-05-05 11:28:07,2021-05-04
425,Barnes Warren E.,"SVP, Princpl. Accntg. Officer",S - Sale+OE,THG,$139.62,"-2,055","-$286,913","4,087",-33%,2021-05-05 11:27:39,2021-05-03
426,Gurholt Helen E,"VP, Controller",S - Sale+OE,AOS,$71.31,"-1,400","-$99,832","1,498",-48%,2021-05-05 11:25:11,2021-05-04
427,Grennier R Scott,"SVP, Treasurer",S - Sale+OE,OSK,$127.08,"-4,000","-$508,320","3,840",-51%,2021-05-05 11:21:37,2021-05-03
428,Nerenhausen Frank R.,"EVP, Pres Access Segment",S - Sale,OSK,$128.00,"-20,000","-$2,560,000","39,689",-34%,2021-05-05 11:21:15,2021-05-03
429,Erwin Tami A.,"EVP, Group CEO-VZ Business",S - Sale,VZ,$58.26,"-35,000","-$2,039,100","66,776",-34%,2021-05-05 11:20:43,2021-05-03
430,Mellon Christine Marie,"EVP, Chief People Officer",P - Purchase,OMCL,$137.64,+43,"+$5,919","14,510",0%,2021-05-05 11:16:23,2021-05-04
431,"Pamplona Capital Partners Iii, L.P.",10%,S - Sale,PRVA,$21.62,"-16,700,000","-$361,054,000","79,178,470",-17%,2021-05-05 11:11:24,2021-05-03
432,Wilson Michael W,VP of Mayodan Operations,S - Sale,RGR,$65.91,"-5,172","-$340,887","5,395",-49%,2021-05-05 10:49:06,2021-05-04
433,McCullough John,Dir,P - Purchase,FUNC,$17.21,+419,"+$7,209","48,476",+1%,2021-05-05 10:48:35,2021-05-03
434,Belingard Jean-Luc,Dir,S - Sale+OE,LH,$269.16,"-2,600","-$699,803","15,569",-14%,2021-05-05 10:48:19,2021-05-03
435,Freemer Mark A,Dir,P - Purchase,EMCF,$27.30,"+5,400","+$147,420","25,850",+26%,2021-05-05 10:45:22,2021-05-04
436,Dorn Andrew W Jr,Dir,P - Purchase,FISI,$32.05,"+1,100","+$35,250","27,522",+4%,2021-05-05 10:33:47,2021-05-03
437,Varischetti Nicholas D,Dir,P - Purchase,EMCF,$27.30,"+21,751","+$593,802","68,644",+46%,2021-05-05 10:30:01,2021-05-04
438,Koch Eric A.,Dir,P - Purchase,MSVB,$15.25,"+4,168","+$63,567","64,437",+7%,2021-05-05 10:04:47,2021-05-03
439,Reinseth Theresa E,"SVP, CAO",S - Sale+OE,MMM,$199.54,-33,"-$6,585","1,869",-2%,2021-05-05 09:54:45,2021-05-04
440,House Rebecca W,"SVP, Chief People, Legal,Sec",S - Sale+OE,ROK,$265.21,"-6,268","-$1,662,360","6,201",-50%,2021-05-05 09:49:08,2021-05-03
441,Wheatley Timothy Alan,"Segment Pres, Retail",S - Sale+OE,HUM,$450.59,"-8,508","-$3,833,609","6,716",-56%,2021-05-05 09:44:45,2021-05-03
442,Wolf Idelle K,Dir,S - Sale,AOS,$71.48,"-2,000","-$142,966","52,578",-4%,2021-05-05 09:29:15,2021-05-04
443,Petrarca Mark A,"Senior Vice Pres- H.R., P.A.",S - Sale+OE,AOS,$70.49,"-33,410","-$2,355,174","89,979",-27%,2021-05-05 09:28:20,2021-05-04
444,Glessner Gary W,Dir,P - Purchase,UBCP,$14.95,+255,"+$3,812","63,294",0%,2021-05-05 08:53:09,2021-05-04
445,Wallace Amber B,"SVP, Chief Retail, Marketing",P - Purchase,FMNB,$16.88,+12,+$203,"30,757",0%,2021-05-05 08:51:20,2021-05-03
446,Sabat Joseph W,"VP, Controller",P - Purchase,FMNB,$16.88,+74,"+$1,249","18,462",0%,2021-05-05 08:48:06,2021-05-03
447,Nicastro Mark A,"SVP, Human Resource Dir",P - Purchase,FMNB,$16.88,+6,+$101,"20,590",0%,2021-05-05 08:46:01,2021-05-03
448,Muransky Edward,Dir,P - Purchase,FMNB,$16.88,+222,"+$3,747","42,877",+1%,2021-05-05 08:42:27,2021-05-03
449,Moore Terry A,Dir,P - Purchase,FMNB,$16.88,+284,"+$4,794","54,764",+1%,2021-05-05 08:36:41,2021-05-03
450,Helmick Kevin J,"Pres, CEO",P - Purchase,FMNB,$16.88,+30,+$506,"133,939",0%,2021-05-05 08:34:46,2021-05-03
451,Takeda Pharmaceutical Co Ltd,10%,S - Sale,PHAT,$37.00,"-33,992","-$1,257,849","1,050,008",-3%,2021-05-05 08:26:25,2021-05-03
452,Henkel Robert J,Dir,P - Purchase,OMI,$35.00,"+1,000","+$35,000","22,000",+5%,2021-05-05 08:06:52,2021-05-04
453,Lowery Christopher M,"Pres, Global Products",S - Sale+OE,OMI,$36.65,"-33,973","-$1,245,210","311,387",-10%,2021-05-05 08:04:34,2021-05-03
454,Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,OPK,$3.94,"+25,000","+$98,481","225,392,822",0%,2021-05-05 07:59:29,2021-05-04
455,Wehrwein Sven,Dir,S - Sale+OE,ATRC,$77.97,"-10,000","-$779,700","12,686",-44%,2021-05-05 07:58:27,2021-05-03
456,Spencer Ronald B,Dir,P - Purchase,SMMF,"$10,000.00",+50,"+$500,000","195,268",0%,2021-05-05 07:55:49,2021-04-30
457,Kitzmiller Jason A,Dir,P - Purchase,SMMF,"$10,000.00",+50,"+$500,000","6,226",+1%,2021-05-05 07:46:01,2021-04-30
458,Trimberger Lisa G,Dir,S - Sale,OFC,$28.05,"-5,000","-$140,234","15,340",-25%,2021-05-05 07:25:23,2021-05-03
